DSA|Title|Level|Question|YoutubeLink
Stack|Min Stack|Medium|<div class="elfjS" data-track-load="description_content"><p>Design a stack that supports push, pop, top, and retrieving the minimum element in constant time.</p> <p>Implement the <code>MinStack</code> class:</p> <ul> 	<li><code>MinStack()</code> initializes the stack object.</li> 	<li><code>void push(int val)</code> pushes the element <code>val</code> onto the stack.</li> 	<li><code>void pop()</code> removes the element on the top of the stack.</li> 	<li><code>int top()</code> gets the top element of the stack.</li> 	<li><code>int getMin()</code> retrieves the minimum element in the stack.</li> </ul> <p>You must implement a solution with <code>O(1)</code> time complexity for each function.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input</strong> ["MinStack","push","push","push","getMin","pop","top","getMin"] [[],[-2],[0],[-3],[],[],[],[]] <strong>Output</strong> [null,null,null,null,-3,null,0,-2] <strong>Explanation</strong> MinStack minStack = new MinStack(); minStack.push(-2); minStack.push(0); minStack.push(-3); minStack.getMin(); // return -3 minStack.pop(); minStack.top();    // return 0 minStack.getMin(); // return -2 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>-2<sup>31</sup> &lt;= val &lt;= 2<sup>31</sup> - 1</code></li> 	<li>Methods <code>pop</code>, <code>top</code> and <code>getMin</code> operations will always be called on <strong>non-empty</strong> stacks.</li> 	<li>At most <code>3 * 10<sup>4</sup></code> calls will be made to <code>push</code>, <code>pop</code>, <code>top</code>, and <code>getMin</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=qkLl7nAwDPo
Stack|Evaluate Reverse Polish Notation|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given an array of strings <code>tokens</code> that represents an arithmetic expression in a <a href="http://en.wikipedia.org/wiki/Reverse_Polish_notation" target="_blank">Reverse Polish Notation</a>.</p> <p>Evaluate the expression. Return <em>an integer that represents the value of the expression</em>.</p> <p><strong>Note</strong> that:</p> <ul> 	<li>The valid operators are <code>'+'</code>, <code>'-'</code>, <code>'*'</code>, and <code>'/'</code>.</li> 	<li>Each operand may be an integer or another expression.</li> 	<li>The division between two integers always <strong>truncates toward zero</strong>.</li> 	<li>There will not be any division by zero.</li> 	<li>The input represents a valid arithmetic expression in a reverse polish notation.</li> 	<li>The answer and all the intermediate calculations can be represented in a <strong>32-bit</strong> integer.</li> </ul> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> tokens = ["2","1","+","3","*"] <strong>Output:</strong> 9 <strong>Explanation:</strong> ((2 + 1) * 3) = 9 </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> tokens = ["4","13","5","/","+"] <strong>Output:</strong> 6 <strong>Explanation:</strong> (4 + (13 / 5)) = 6 </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> tokens = ["10","6","9","3","+","-11","*","/","*","17","+","5","+"] <strong>Output:</strong> 22 <strong>Explanation:</strong> ((10 * (6 / ((9 + 3) * -11))) + 17) + 5 = ((10 * (6 / (12 * -11))) + 17) + 5 = ((10 * (6 / -132)) + 17) + 5 = ((10 * 0) + 17) + 5 = (0 + 17) + 5 = 17 + 5 = 22 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= tokens.length &lt;= 10<sup>4</sup></code></li> 	<li><code>tokens[i]</code> is either an operator: <code>"+"</code>, <code>"-"</code>, <code>"*"</code>, or <code>"/"</code>, or an integer in the range <code>[-200, 200]</code>.</li> </ul> </div>|https://www.youtube.com/watch?v=iu0082c4HDE
Stack|Generate Parentheses|Medium|<div class="elfjS" data-track-load="description_content"><p>Given <code>n</code> pairs of parentheses, write a function to <em>generate all combinations of well-formed parentheses</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> n = 3 <strong>Output:</strong> ["((()))","(()())","(())()","()(())","()()()"] </pre><p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> n = 1 <strong>Output:</strong> ["()"] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= n &lt;= 8</code></li> </ul> </div>|https://www.youtube.com/watch?v=s9fokUqJ76A
Stack|Daily Temperatures|Medium|<div class="elfjS" data-track-load="description_content"><p>Given an array of integers <code>temperatures</code> represents the daily temperatures, return <em>an array</em> <code>answer</code> <em>such that</em> <code>answer[i]</code> <em>is the number of days you have to wait after the</em> <code>i<sup>th</sup></code> <em>day to get a warmer temperature</em>. If there is no future day for which this is possible, keep <code>answer[i] == 0</code> instead.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> temperatures = [73,74,75,71,69,72,76,73] <strong>Output:</strong> [1,1,4,2,1,1,0,0] </pre><p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> temperatures = [30,40,50,60] <strong>Output:</strong> [1,1,1,0] </pre><p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> temperatures = [30,60,90] <strong>Output:</strong> [1,1,0] </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;=&nbsp;temperatures.length &lt;= 10<sup>5</sup></code></li> 	<li><code>30 &lt;=&nbsp;temperatures[i] &lt;= 100</code></li> </ul> </div>|https://www.youtube.com/watch?v=cTBiBSnjO3c
Stack|Car Fleet|Medium|<div class="elfjS" data-track-load="description_content"><p>There are <code>n</code> cars going to the same destination along a one-lane road. The destination is <code>target</code> miles away.</p> <p>You are given two integer array <code>position</code> and <code>speed</code>, both of length <code>n</code>, where <code>position[i]</code> is the position of the <code>i<sup>th</sup></code> car and <code>speed[i]</code> is the speed of the <code>i<sup>th</sup></code> car (in miles per hour).</p> <p>A car can never pass another car ahead of it, but it can catch up to it&nbsp;and drive bumper to bumper <strong>at the same speed</strong>. The faster car will <strong>slow down</strong> to match the slower car's speed. The distance between these two cars is ignored (i.e., they are assumed to have the same position).</p> <p>A <strong>car fleet</strong> is some non-empty set of cars driving at the same position and same speed. Note that a single car is also a car fleet.</p> <p>If a car catches up to a car fleet right at the destination point, it will still be considered as one car fleet.</p> <p>Return <em>the <strong>number of car fleets</strong> that will arrive at the destination</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> target = 12, position = [10,8,0,5,3], speed = [2,4,1,1,3] <strong>Output:</strong> 3 <strong>Explanation:</strong> The cars starting at 10 (speed 2) and 8 (speed 4) become a fleet, meeting each other at 12. The car starting at 0 does not catch up to any other car, so it is a fleet by itself. The cars starting at 5 (speed 1) and 3 (speed 3) become a fleet, meeting each other at 6. The fleet moves at speed 1 until it reaches target. Note that no other cars meet these fleets before the destination, so the answer is 3. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> target = 10, position = [3], speed = [3] <strong>Output:</strong> 1 <strong>Explanation:</strong> There is only one car, hence there is only one fleet. </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> target = 100, position = [0,2,4], speed = [4,2,1] <strong>Output:</strong> 1 <strong>Explanation:</strong> The cars starting at 0 (speed 4) and 2 (speed 2) become a fleet, meeting each other at 4. The fleet moves at speed 2. Then, the fleet (speed 2) and the car starting at 4 (speed 1) become one fleet, meeting each other at 6. The fleet moves at speed 1 until it reaches target. </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>n == position.length == speed.length</code></li> 	<li><code>1 &lt;= n &lt;= 10<sup>5</sup></code></li> 	<li><code>0 &lt; target &lt;= 10<sup>6</sup></code></li> 	<li><code>0 &lt;= position[i] &lt; target</code></li> 	<li>All the values of <code>position</code> are <strong>unique</strong>.</li> 	<li><code>0 &lt; speed[i] &lt;= 10<sup>6</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=Pr6T-3yB9RM
Stack|Largest Rectangle In Histogram|Hard|<div class="elfjS" data-track-load="description_content"><p>Given an array of integers <code>heights</code> representing the histogram's bar height where the width of each bar is <code>1</code>, return <em>the area of the largest rectangle in the histogram</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/01/04/histogram.jpg" style="width: 522px; height: 242px;"> <pre><strong>Input:</strong> heights = [2,1,5,6,2,3] <strong>Output:</strong> 10 <strong>Explanation:</strong> The above is a histogram where width of each bar is 1. The largest rectangle is shown in the red area, which has an area = 10 units. </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2021/01/04/histogram-1.jpg" style="width: 202px; height: 362px;"> <pre><strong>Input:</strong> heights = [2,4] <strong>Output:</strong> 4 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= heights.length &lt;= 10<sup>5</sup></code></li> 	<li><code>0 &lt;= heights[i] &lt;= 10<sup>4</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=zx5Sw9130L0
Binary Search|Binary Search|Easy|<div class="elfjS" data-track-load="description_content"><p>Given an array of integers <code>nums</code> which is sorted in ascending order, and an integer <code>target</code>, write a function to search <code>target</code> in <code>nums</code>. If <code>target</code> exists, then return its index. Otherwise, return <code>-1</code>.</p> <p>You must write an algorithm with <code>O(log n)</code> runtime complexity.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> nums = [-1,0,3,5,9,12], target = 9 <strong>Output:</strong> 4 <strong>Explanation:</strong> 9 exists in nums and its index is 4 </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> nums = [-1,0,3,5,9,12], target = 2 <strong>Output:</strong> -1 <strong>Explanation:</strong> 2 does not exist in nums so return -1 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= nums.length &lt;= 10<sup>4</sup></code></li> 	<li><code>-10<sup>4</sup> &lt; nums[i], target &lt; 10<sup>4</sup></code></li> 	<li>All the integers in <code>nums</code> are <strong>unique</strong>.</li> 	<li><code>nums</code> is sorted in ascending order.</li> </ul> </div>|https://www.youtube.com/watch?v=s4DPM8ct1pI
Binary Search|Search a 2D Matrix|Medium|<div class="elfjS" data-track-load="description_content"><p>You are given an <code>m x n</code> integer matrix <code>matrix</code> with the following two properties:</p> <ul> 	<li>Each row is sorted in non-decreasing order.</li> 	<li>The first integer of each row is greater than the last integer of the previous row.</li> </ul> <p>Given an integer <code>target</code>, return <code>true</code> <em>if</em> <code>target</code> <em>is in</em> <code>matrix</code> <em>or</em> <code>false</code> <em>otherwise</em>.</p> <p>You must write a solution in <code>O(log(m * n))</code> time complexity.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/10/05/mat.jpg" style="width: 322px; height: 242px;"> <pre><strong>Input:</strong> matrix = [[1,3,5,7],[10,11,16,20],[23,30,34,60]], target = 3 <strong>Output:</strong> true </pre> <p><strong class="example">Example 2:</strong></p> <img alt="" src="https://assets.leetcode.com/uploads/2020/10/05/mat2.jpg" style="width: 322px; height: 242px;"> <pre><strong>Input:</strong> matrix = [[1,3,5,7],[10,11,16,20],[23,30,34,60]], target = 13 <strong>Output:</strong> false </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>m == matrix.length</code></li> 	<li><code>n == matrix[i].length</code></li> 	<li><code>1 &lt;= m, n &lt;= 100</code></li> 	<li><code>-10<sup>4</sup> &lt;= matrix[i][j], target &lt;= 10<sup>4</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=Ber2pi2C0j0
Binary Search|Koko Eating Bananas|Medium|<div class="elfjS" data-track-load="description_content"><p>Koko loves to eat bananas. There are <code>n</code> piles of bananas, the <code>i<sup>th</sup></code> pile has <code>piles[i]</code> bananas. The guards have gone and will come back in <code>h</code> hours.</p> <p>Koko can decide her bananas-per-hour eating speed of <code>k</code>. Each hour, she chooses some pile of bananas and eats <code>k</code> bananas from that pile. If the pile has less than <code>k</code> bananas, she eats all of them instead and will not eat any more bananas during this hour.</p> <p>Koko likes to eat slowly but still wants to finish eating all the bananas before the guards return.</p> <p>Return <em>the minimum integer</em> <code>k</code> <em>such that she can eat all the bananas within</em> <code>h</code> <em>hours</em>.</p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> piles = [3,6,7,11], h = 8 <strong>Output:</strong> 4 </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> piles = [30,11,23,4,20], h = 5 <strong>Output:</strong> 30 </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> piles = [30,11,23,4,20], h = 6 <strong>Output:</strong> 23 </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>1 &lt;= piles.length &lt;= 10<sup>4</sup></code></li> 	<li><code>piles.length &lt;= h &lt;= 10<sup>9</sup></code></li> 	<li><code>1 &lt;= piles[i] &lt;= 10<sup>9</sup></code></li> </ul> </div>|https://www.youtube.com/watch?v=U2SozAs9RzA
Binary Search|Find Minimum In Rotated Sorted Array|Medium|<div class="elfjS" data-track-load="description_content"><p>Suppose an array of length <code>n</code> sorted in ascending order is <strong>rotated</strong> between <code>1</code> and <code>n</code> times. For example, the array <code>nums = [0,1,2,4,5,6,7]</code> might become:</p> <ul> 	<li><code>[4,5,6,7,0,1,2]</code> if it was rotated <code>4</code> times.</li> 	<li><code>[0,1,2,4,5,6,7]</code> if it was rotated <code>7</code> times.</li> </ul> <p>Notice that <strong>rotating</strong> an array <code>[a[0], a[1], a[2], ..., a[n-1]]</code> 1 time results in the array <code>[a[n-1], a[0], a[1], a[2], ..., a[n-2]]</code>.</p> <p>Given the sorted rotated array <code>nums</code> of <strong>unique</strong> elements, return <em>the minimum element of this array</em>.</p> <p>You must write an algorithm that runs in&nbsp;<code>O(log n) time.</code></p> <p>&nbsp;</p> <p><strong class="example">Example 1:</strong></p> <pre><strong>Input:</strong> nums = [3,4,5,1,2] <strong>Output:</strong> 1 <strong>Explanation:</strong> The original array was [1,2,3,4,5] rotated 3 times. </pre> <p><strong class="example">Example 2:</strong></p> <pre><strong>Input:</strong> nums = [4,5,6,7,0,1,2] <strong>Output:</strong> 0 <strong>Explanation:</strong> The original array was [0,1,2,4,5,6,7] and it was rotated 4 times. </pre> <p><strong class="example">Example 3:</strong></p> <pre><strong>Input:</strong> nums = [11,13,15,17] <strong>Output:</strong> 11 <strong>Explanation:</strong> The original array was [11,13,15,17] and it was rotated 4 times.  </pre> <p>&nbsp;</p> <p><strong>Constraints:</strong></p> <ul> 	<li><code>n == nums.length</code></li> 	<li><code>1 &lt;= n &lt;= 5000</code></li> 	<li><code>-5000 &lt;= nums[i] &lt;= 5000</code></li> 	<li>All the integers of <code>nums</code> are <strong>unique</strong>.</li> 	<li><code>nums</code> is sorted and rotated between <code>1</code> and <code>n</code> times.</li> </ul> </div>|https://www.youtube.com/watch?v=nIVW4P8b1VA
